id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
398,6.0,5.0,5.5,-1.0753437280654907,-1.4760327339172363,"[0.7796132564544678, 0.772402286529541]","[0.8245965242385864, 0.7818349003791809]","[0.8014742136001587, 0.7770900130271912]","[0.4444444444444444, 0.6666666666666666]","[0.5714285714285714, 0.75]","[0.4999999950781251, 0.7058823479584776]","[0.3333333333333333, 0.4444444444444444]","[0.42857142857142855, 0.4444444444444444]","[0.37499999507812504, 0.44444443944444445]","[0.2222222222222222, 0.5555555555555556]","[0.2857142857142857, 0.625]","[0.24999999507812506, 0.5882352891349482]","[0.7309228039041704, 0.6284097797534854]","[1.0003688322288243e-231, 0]","[0.45937641649349026, 0.4759950466309941]",0.9662445245478664,0.9737372197583719,0.976880558614004,0.9295412664401126,0.9600530149374963
399,6.0,3.5,3.5,-1.9873181581497192,-2.1225295066833496,"[0.9389687776565552, 0.9167440533638]","[0.895828902721405, 0.8763633966445923]","[0.9168916940689087, 0.8960990309715271]","[0.8571428571428571, 0.8571428571428571]","[0.8, 0.8]","[0.8275862019024971, 0.8275862019024971]","[0.6923076923076923, 0.6923076923076923]","[0.6, 0.6]","[0.6428571378826532, 0.6428571378826532]","[0.8571428571428571, 0.8571428571428571]","[0.8, 0.8]","[0.8275862019024971, 0.8275862019024971]","[0.7415254237288136, 0.8005344995140913]","[9.257324954728539e-232, 9.257324954728539e-232]","[0.7316141561817584, 0.7163487610294615]",0.7793947306289897,0.9168591218340172,0.918020230775342,0.07978680328966119,0.6382220519663401
400,6.0,5.5,5.5,-2.407387018203736,-2.164980173110962,"[0.8831616640090942, 0.7843852043151855]","[0.870653510093689, 0.7758646011352539]","[0.8768630027770996, 0.7801016569137573]","[0.6, 0.4]","[0.6, 0.4444444444444444]","[0.5999999950000001, 0.42105262659279785]","[0.4, 0.2]","[0.4, 0.2222222222222222]","[0.3999999950000001, 0.21052631080332423]","[0.6, 0.3]","[0.6, 0.3333333333333333]","[0.5999999950000001, 0.31578946869806096]","[0.7170781893004116, 0.36036036036036034]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.6190550276618414, 0.5091643944456345]",0.9431272488832424,0.9872704372816434,0.98725668865076,0.9030340223336176,0.9591870494220069
401,6.0,5.5,5.5,-1.9434494972229004,-1.7501144409179688,[0.9441661834716797],[0.9714463949203491],[0.9576120376586914],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[0.9844782983615982],[0],[0.9813397667948582],0.938177688839376,0.9720662334221783,0.9762100337793378,0.8895270227152113,0.9459344299722425
402,4.0,1.0,2.0,-3.78930139541626,-4.165622234344482,[0.8072731494903564],[0.8749982118606567],[0.8397724032402039],[0.5833333333333334],[0.7777777777777778],[0.6666666617687076],[0.18181818181818182],[0.25],[0.21052631091412755],[0.4166666666666667],[0.5555555555555556],[0.47619047129251707],[0.6089882761615284],[0],[0.5098604159925495],0.8808806605811249,0.9685760747999428,0.9704778115245843,0.0408017430549623,0.6599518764598298
403,5.5,3.5,3.5,-2.3408567905426025,-2.1501638889312744,[0.8388962149620056],[0.8605332374572754],[0.8495769500732422],[0.5],[0.6],[0.5454545404958678],[0.2],[0.25],[0.22222221728395072],[0.5],[0.6],[0.5454545404958678],[0.6069711538461539],[0],[0.7736171339282175],0.924056252894454,0.9791007525370602,0.9831716310512086,0.9420007321562834,0.9680910385815173
404,6.0,4.0,2.0,-4.649491786956787,-3.8375437259674072,"[0.7392927408218384, 0.8195610642433167, 0.6995489597320557, 0.8084655404090881, 0.6690202951431274]","[0.725422203540802, 0.7584089040756226, 0.6243452429771423, 0.7940305471420288, 0.6210565567016602]","[0.7322917580604553, 0.7878000140190125, 0.6598110795021057, 0.8011829853057861, 0.6441468000411987]","[0.5, 0.6, 0.4, 0.6, 0.4]","[0.45454545454545453, 0.42857142857142855, 0.2222222222222222, 0.6666666666666666, 0.26666666666666666]","[0.47619047120181407, 0.499999995138889, 0.285714281122449, 0.6315789423822715, 0.31999999520000005]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222]","[0.2, 0.15384615384615385, 0.11764705882352941, 0.375, 0.14285714285714285]","[0.21052631080332423, 0.18181817698347122, 0.15384614931952675, 0.35294117148788934, 0.1739130387145559]","[0.5, 0.6, 0.4, 0.6, 0.4]","[0.45454545454545453, 0.42857142857142855, 0.2222222222222222, 0.6666666666666666, 0.26666666666666666]","[0.47619047120181407, 0.499999995138889, 0.285714281122449, 0.6315789423822715, 0.31999999520000005]","[0.5902048319327732, 0.610958904109589, 0.4521096187762854, 0.8519740862975187, 0.4838709677419355]","[1.0003688322288243e-231, 1.0003688322288243e-231, 1.0003688322288243e-231, 1.0003688322288243e-231, 1.1896457329133973e-231]","[0.5179454216495796, 0.5406156695236781, 0.2958423447043166, 0.6870008279973105, 0.3165959796180373]",0.2820111687886689,0.9697931033087697,0.9758409556764284,0.0045306852441907046,0.6500549147431296
405,6.0,5.5,5.0,-1.1180025339126587,-1.2200078964233398,[0.943326473236084],[0.9477453231811523],[0.9455307126045227],[0.6923076923076923],[0.8181818181818182],[0.7499999950347224],[0.46153846153846156],[0.5454545454545454],[0.4999999950347222],[0.6153846153846154],[0.7272727272727273],[0.666666661701389],[0.8922558922558923],[9.257324954728539e-232],[0.8779357205477352],0.9318734136557292,0.985113872039069,0.9864213957687847,0.9149375147480704,0.962157594185308
406,5.5,4.0,3.5,-3.2845606803894043,-2.9173827171325684,[0.833210825920105],[0.900368332862854],[0.8654887676239014],[0.6],[0.75],[0.6666666617283951],[0.3],[0.42857142857142855],[0.3529411716262976],[0.4],[0.5],[0.4444444395061729],[0.6155365371955235],[1.1640469867513693e-231],[0.4863910732626866],0.92696871560588,0.9802258234720191,0.9818911024137918,0.9186885236228032,0.9602684831695382
407,6.0,5.0,4.5,-2.901454448699951,-2.110109806060791,"[0.8836009502410889, 0.7454125881195068, 0.6985386610031128]","[0.86882483959198, 0.8055504560470581, 0.713796079158783]","[0.8761506080627441, 0.774315595626831, 0.7060849666595459]","[0.7142857142857143, 0.7142857142857143, 0.42857142857142855]","[0.625, 0.7142857142857143, 0.375]","[0.6666666616888889, 0.7142857092857143, 0.3999999950222222]","[0.5, 0.3333333333333333, 0.3333333333333333]","[0.42857142857142855, 0.3333333333333333, 0.2857142857142857]","[0.4615384565680473, 0.3333333283333334, 0.3076923027218935]","[0.7142857142857143, 0.7142857142857143, 0.42857142857142855]","[0.625, 0.7142857142857143, 0.375]","[0.6666666616888889, 0.7142857092857143, 0.3999999950222222]","[0.755560651226783, 0.6281690140845071, 0.46875]","[1.0832677820940877e-231, 0, 0]","[0.7441086423355594, 0.6996890348994756, 0.47812491312259076]",0.8996309502073964,0.9690821845769392,0.9732050219314761,0.8941983810493129,0.945495195852576
408,6.0,5.5,5.0,-2.106426477432251,-1.4812955856323242,"[0.8288048505783081, 0.8674749135971069]","[0.8035225868225098, 0.8930952548980713]","[0.8159679174423218, 0.8800986409187317]","[0.6923076923076923, 0.6923076923076923]","[0.6428571428571429, 0.6923076923076923]","[0.6666666616735254, 0.6923076873076923]","[0.23076923076923078, 0.46153846153846156]","[0.21428571428571427, 0.46153846153846156]","[0.22222221722908106, 0.4615384565384616]","[0.6923076923076923, 0.6923076923076923]","[0.6428571428571429, 0.6923076923076923]","[0.6666666616735254, 0.6923076873076923]","[0.6026820520817091, 0.7435085868354728]","[9.257324954728539e-232, 0]","[0.6351464858138436, 0.8278773363683896]",0.9026592516541948,0.9853812121310063,0.9863131225127278,0.9310460258241017,0.9675801201559452
409,5.5,4.0,3.0,-3.212080478668213,-3.068382740020752,"[0.8219804763793945, 0.8206292390823364]","[0.9297738075256348, 0.8056614398956299]","[0.8725606799125671, 0.8130764365196228]","[0.6666666666666666, 0.75]","[1.0, 0.75]","[0.7999999952000001, 0.749999995]","[0.45454545454545453, 0.45454545454545453]","[0.7142857142857143, 0.45454545454545453]","[0.5555555508024692, 0.45454544954545456]","[0.6666666666666666, 0.75]","[1.0, 0.75]","[0.7999999952000001, 0.749999995]","[0.9163602941176471, 0.7111519232731354]","[0, 0]","[0.7054805672602631, 0.6182382952981527]",0.8960052145355476,0.9645422946536533,0.9671923580087508,0.015935831942910317,0.6492234948684382
410,4.5,5.0,3.5,-3.458980083465576,-2.7133922576904297,[0.9361821413040161],[0.9730658531188965],[0.9542677402496338],[0.875],[1.0],[0.9333333283555556],[0.7142857142857143],[0.8333333333333334],[0.7692307642603551],[0.875],[1.0],[0.9333333283555556],[0.9799382716049383],[1.0518351895246305e-231],[0.9292457044483585],0.9168660095950604,0.9708509105508463,0.9758669953046674,0.002744549673769514,0.649820818509761
411,6.0,4.0,4.0,-3.9919281005859375,-3.5700371265411377,[0.7486390471458435],[0.7072045207023621],[0.7273321747779846],[0.6666666666666666],[0.5555555555555556],[0.6060606011019284],[0.25],[0.23529411764705882],[0.2424242374288339],[0.4],[0.3333333333333333],[0.36363635867768596],[0.5737140352524968],[1.0518351895246305e-231],[0.5217134259665788],0.85692576739668,0.9764827295934284,0.9785970717463272,0.008524640236818802,0.6545348138588581
412,5.5,3.5,4.5,-5.88451623916626,-4.316315650939941,[0.688879132270813],[0.5877604484558105],[0.6343151330947876],[0.25],[0.14285714285714285],[0.18181817719008275],[0.0],[0.0],[0.0],[0.125],[0.07142857142857142],[0.09090908628099197],[0.20833333333333331],[1.0518351895246305e-231],[0.24133119142777104],0.8542504576275316,0.9527964982861882,0.975450958125398,0.0011280725597903251,0.6431251763237922
413,6.0,6.0,6.0,-1.8929622173309328,-2.197188377380371,"[0.9999998211860657, 0.8273440599441528, 0.9486943483352661, 0.7380877733230591]","[0.9999998211860657, 0.8326120376586914, 0.9814208149909973, 0.6587350368499756]","[0.9999998211860657, 0.8299696445465088, 0.9647800922393799, 0.6961573958396912]","[1.0, 0.5714285714285714, 1.0, 0.42857142857142855]","[1.0, 0.6666666666666666, 1.0, 0.2727272727272727]","[0.999999995, 0.6153846104142012, 0.999999995, 0.3333333285802469]","[1.0, 0.3333333333333333, 1.0, 0.0]","[1.0, 0.4, 1.0, 0.0]","[0.999999995, 0.36363635867768596, 0.999999995, 0.0]","[1.0, 0.5714285714285714, 1.0, 0.42857142857142855]","[1.0, 0.6666666666666666, 1.0, 0.2727272727272727]","[0.999999995, 0.6153846104142012, 0.999999995, 0.3333333285802469]","[0.9990234375, 0.7193548387096775, 0.9844782983615982, 0.2949766355140187]","[1.0832677820940877e-231, 0, 0, 0]","[1.0, 0.7902295313780462, 0.9827470780546602, 0.413674020000216]",0.9197865375788388,0.9686861471269214,0.9745995368680535,0.9185936538753688,0.9539597792901146
414,6.0,4.5,3.5,-5.111320495605469,-3.926107883453369,"[0.7704222202301025, 0.677100658416748, 0.603752613067627]","[0.7669385671615601, 0.6779923439025879, 0.63036048412323]","[0.7686764597892761, 0.6775462031364441, 0.6167697310447693]","[0.6, 0.5, 0.3]","[0.75, 0.5, 0.375]","[0.6666666617283951, 0.4999999950000001, 0.33333332839506175]","[0.1111111111111111, 0.0, 0.0]","[0.14285714285714285, 0.0, 0.0]","[0.12499999507812519, 0.0, 0.0]","[0.4, 0.3, 0.1]","[0.5, 0.3, 0.125]","[0.4444444395061729, 0.2999999950000001, 0.11111110617283973]","[0.6861413043478259, 0.4359925788497217, 0.3012048192771084]","[1.0003688322288243e-231, 1.0003688322288243e-231, 1.0003688322288243e-231]","[0.5888593956374215, 0.47165000471685414, 0.3550059698787762]",0.8121393593016244,0.9320110822399302,0.9584479934813258,0.0018637327631120123,0.6307742694947893
415,5.0,4.0,4.0,-2.54250168800354,-3.045459508895874,"[0.5931176543235779, 0.5927414894104004, 0.651229739189148]","[0.6111459732055664, 0.6149374842643738, 0.6729785203933716]","[0.6019968390464783, 0.6036354899406433, 0.6619255542755127]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857]","[0.4, 0.4, 0.4]","[0.33333332847222225, 0.33333332847222225, 0.33333332847222225]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[0.2, 0.2, 0.2]","[0.1666666618055557, 0.1666666618055557, 0.1666666618055557]","[0.28301886792452824, 0.28301886792452824, 0.32258064516129037]","[0, 0, 1.0832677820940877e-231]","[0.3129555592516563, 0.3193384580886657, 0.32416342613642535]",0.761969247986277,0.9497314725611412,0.9551911967291383,0.7465367637861646,0.8838198110254813
416,6.0,3.5,3.5,-3.6702802181243896,-3.4919188022613525,[0.8344075679779053],[0.8251093626022339],[0.8297324180603027],[0.6363636363636364],[0.6363636363636364],[0.6363636313636364],[0.3],[0.3],[0.2999999950000001],[0.45454545454545453],[0.45454545454545453],[0.45454544954545456],[0.7812500000000001],[9.788429383461836e-232],[0.6561462500733821],0.6880611464670481,0.9664859653305474,0.9706527715813558,0.013693548311854644,0.6502774284079192
417,6.0,6.0,6.0,-1.6384918689727783,-1.649543285369873,"[0.9061509966850281, 0.9999999403953552]","[0.8918633460998535, 0.9999999403953552]","[0.8989503979682922, 0.9999999403953552]","[0.7142857142857143, 1.0]","[0.625, 1.0]","[0.6666666616888889, 0.999999995]","[0.5, 1.0]","[0.42857142857142855, 1.0]","[0.4615384565680473, 0.999999995]","[0.7142857142857143, 1.0]","[0.625, 1.0]","[0.6666666616888889, 0.999999995]","[0.755560651226783, 0.9990234375]","[1.0832677820940877e-231, 1.0832677820940877e-231]","[0.7689231494996744, 1.0]",0.0068024912597817,0.20670019943347517,0.10999172921019322,0.8753550182330251,0.39734898229223115
418,6.0,5.0,5.0,-1.4433048963546753,-1.2764455080032349,"[0.8584978580474854, 0.9176388382911682]","[0.8961977958679199, 0.9426301717758179]","[0.8769428730010986, 0.9299665689468384]","[0.6923076923076923, 0.7692307692307693]","[0.75, 0.8333333333333334]","[0.7199999950079999, 0.7999999950080001]","[0.38461538461538464, 0.5384615384615384]","[0.4166666666666667, 0.6363636363636364]","[0.39999999500800004, 0.5833333283680556]","[0.6923076923076923, 0.7692307692307693]","[0.75, 0.8333333333333334]","[0.7199999950079999, 0.7999999950080001]","[0.7102272727272727, 0.7942023541197095]","[0, 9.257324954728539e-232]","[0.8318657173824661, 0.8479229427024807]",0.781208925712003,0.9212895918994812,0.8901976899005826,0.9346809459498605,0.9153894092499747
419,5.0,5.0,5.0,-2.772428035736084,-3.089151382446289,[0.734998345375061],[0.731255054473877],[0.7331218719482422],[0.38461538461538464],[0.4166666666666667],[0.39999999500800004],[0.08333333333333333],[0.08333333333333333],[0.08333332833333364],[0.3076923076923077],[0.3333333333333333],[0.3199999950080001],[0.3800223214285714],[1.1200407237786664e-231],[0.3665299234603302],0.935779549913408,0.9849427101084812,0.9871138776469605,0.1853959735063969,0.7191508537539462
420,5.0,5.0,5.0,-3.86233162879944,-3.0717740058898926,"[0.724199116230011, 0.8700271844863892]","[0.7356806993484497, 0.9446490406990051]","[0.729894757270813, 0.9058037996292114]","[0.8333333333333334, 0.8333333333333334]","[0.7142857142857143, 1.0]","[0.7692307642603551, 0.9090909041322315]","[0.2, 0.6]","[0.16666666666666666, 0.75]","[0.18181817685950424, 0.6666666617283951]","[0.8333333333333334, 0.8333333333333334]","[0.7142857142857143, 1.0]","[0.7692307642603551, 0.9090909041322315]","[0.6469760900140648, 0.9307692307692308]","[1.1200407237786664e-231, 0]","[0.5352319713842197, 0.8988795424666296]",0.9455537620894297,0.9807030183760286,0.981241392281573,0.03039908989895234,0.664114500185518
421,6.0,6.0,5.5,-3.2404301166534424,-3.3761439323425293,[0.726921796798706],[0.7269610166549683],[0.7269414067268372],[0.6923076923076923],[0.9],[0.78260869073724],[0.35714285714285715],[0.5],[0.41666666180555556],[0.38461538461538464],[0.5],[0.4347826037807184],[0.772793921620901],[1.0832677820940877e-231],[0.6299116481517053],0.3122630452475998,0.9780908848989577,0.9761304036433348,0.5672098913548637,0.8404770599657186
422,6.0,5.0,5.0,-3.5815589427948,-3.972489833831787,[0.9048265218734741],[0.8497334718704224],[0.8764150142669678],[0.7142857142857143],[0.5882352941176471],[0.645161285369407],[0.6153846153846154],[0.5],[0.5517241329845423],[0.7142857142857143],[0.5882352941176471],[0.645161285369407],[0.7729447711287906],[1.1008876702055895e-231],[0.6780939681439773],0.249138833695712,0.9580158912361897,0.9610718229600317,0.6554899362486474,0.8581925501482895
423,6.0,6.0,6.0,-3.0441765785217285,-3.141348361968994,[0.9084233641624451],[0.9493175745010376],[0.9284204244613647],[0.7142857142857143],[1.0],[0.8333333284722222],[0.3333333333333333],[0.5],[0.39999999520000007],[0.7142857142857143],[1.0],[0.8333333284722222],[0.907258064516129],[1.0832677820940877e-231],[0.8238344224717615],0.9502411320368572,0.9779974757795185,0.9828546904195067,0.004123447669814018,0.6549918712896131
424,5.5,6.0,6.0,-1.5840778350830078,-1.5609580278396606,[1.000000238418579],[1.000000238418579],[1.000000238418579],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[0.9990234375],[1.0832677820940877e-231],[1.0],0.9394902927602752,0.9791762571727501,0.9820977440280764,0.9217356900626327,0.9610032304211531
425,4.5,5.0,4.0,-4.902920722961426,-3.723874568939209,[0.7950247526168823],[0.7168275713920593],[0.7539039254188538],[0.75],[0.42857142857142855],[0.5454545408264463],[0.0],[0.0],[0.0],[0.75],[0.42857142857142855],[0.5454545408264463],[0.25974025974025977],[1.2183324802375697e-231],[0.3325860972694472],0.860736584255566,0.9660007336236349,0.9752113106784631,0.008580705233036197,0.6499309165117114
426,6.0,6.0,6.0,-1.533377170562744,-1.670986294746399,"[0.7311993837356567, 0.9162600040435791, 0.7199018001556396]","[0.6428354978561401, 0.9046683311462402, 0.723626434803009]","[0.6841760873794556, 0.9104272723197937, 0.7217593193054199]","[0.42857142857142855, 0.7142857142857143, 0.42857142857142855]","[0.375, 0.8333333333333334, 0.42857142857142855]","[0.3999999950222222, 0.7692307642603551, 0.4285714235714286]","[0.0, 0.16666666666666666, 0.0]","[0.0, 0.2, 0.0]","[0.0, 0.18181817685950424, 0.0]","[0.2857142857142857, 0.5714285714285714, 0.2857142857142857]","[0.25, 0.6666666666666666, 0.2857142857142857]","[0.266666661688889, 0.6153846104142012, 0.2857142807142858]","[0.25, 0.7922535211267605, 0.28169014084507044]","[0, 1.0832677820940877e-231, 0]","[0.3454773256120489, 0.7254140570681595, 0.38977943356472444]",0.933016865965376,0.9760907573898633,0.9795854778805668,0.9528681631938821,0.969514799488104
427,6.0,5.0,3.5,-3.645045280456543,-3.447566032409668,[0.6374533176422119],[0.6260544061660767],[0.6317024230957031],[0.8],[0.5714285714285714],[0.6666666618055556],[0.0],[0.0],[0.0],[0.6],[0.42857142857142855],[0.499999995138889],[0.3448275862068965],[1.384292958842266e-231],[0.5320949353065144],0.9175247780301196,0.9678866577472127,0.9758398704448846,0.007014903817908074,0.6502471440033352
428,5.5,5.0,5.5,-1.8903045654296875,-1.325658917427063,"[0.8499959111213684, 0.840153694152832, 0.8607109785079956, 0.8847756385803223, 0.9013626575469971]","[0.8601982593536377, 0.894228994846344, 0.9156978726387024, 0.9091966152191162, 0.9134331941604614]","[0.8550666570663452, 0.866348385810852, 0.8873533606529236, 0.8968198895454407, 0.9073578119277954]","[0.625, 0.75, 0.75, 0.75, 0.75]","[0.5555555555555556, 0.75, 0.8571428571428571, 0.6666666666666666, 0.75]","[0.5882352891349482, 0.749999995, 0.7999999950222222, 0.7058823479584776, 0.749999995]","[0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855]","[0.25, 0.42857142857142855, 0.5, 0.375, 0.42857142857142855]","[0.266666661688889, 0.4285714235714286, 0.4615384565680473, 0.3999999950222222, 0.4285714235714286]","[0.625, 0.75, 0.75, 0.625, 0.75]","[0.5555555555555556, 0.75, 0.8571428571428571, 0.5555555555555556, 0.75]","[0.5882352891349482, 0.749999995, 0.7999999950222222, 0.5882352891349482, 0.749999995]","[0.6792413935271077, 0.6944444444444445, 0.7812499999999999, 0.7471655328798186, 0.7471655328798186]","[9.412234823955334e-232, 0, 0, 0, 9.412234823955334e-232]","[0.742225592090502, 0.7936035434715681, 0.7702828828391262, 0.8044429000370784, 0.8121482425521762]",0.9448823006785227,0.9808618328478259,0.9821080695220868,0.919397890265553,0.9607892642118219
429,4.5,4.5,4.0,-2.2871196269989014,-2.3765645027160645,"[0.7418854236602783, 0.7724883556365967]","[0.7558550834655762, 0.7837775945663452]","[0.7488051056861877, 0.778092086315155]","[0.5, 0.6]","[0.7142857142857143, 0.75]","[0.5882352892733564, 0.6666666617283951]","[0.3, 0.4]","[0.5, 0.5714285714285714]","[0.3749999953125, 0.470588230449827]","[0.4, 0.4]","[0.5714285714285714, 0.5]","[0.470588230449827, 0.4444444395061729]","[0.8005344995140914, 0.7230634189159536]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.593873102816958, 0.6303929116775252]",0.8941621006604829,0.9844820139337885,0.9868374674027518,0.8169157019930376,0.929411727776526
430,6.0,5.5,4.5,-2.4618942737579346,-2.6509106159210205,[0.9584876298904419],[0.9847056865692139],[0.9714198112487793],[0.8571428571428571],[1.0],[0.9230769181065088],[0.6666666666666666],[0.8],[0.7272727223140496],[0.8571428571428571],[1.0],[0.9230769181065088],[0.97441793618856],[1.0832677820940877e-231],[0.9518467607305277],0.9628828715198766,0.9822476507539437,0.9822549418879348,0.008118043878343511,0.6575402121734074
431,5.0,4.0,5.0,-2.3558459281921387,-1.9139375686645508,"[0.9155181050300598, 0.9111073017120361]","[0.9200389981269836, 0.9070607423782349]","[0.9177729487419128, 0.9090794920921326]","[0.75, 0.75]","[0.75, 0.75]","[0.749999995, 0.749999995]","[0.5714285714285714, 0.42857142857142855]","[0.5, 0.42857142857142855]","[0.5333333283555556, 0.4285714235714286]","[0.625, 0.625]","[0.625, 0.625]","[0.624999995, 0.624999995]","[0.6411049268192124, 0.7052154195011338]","[9.412234823955334e-232, 9.412234823955334e-232]","[0.7828973341352836, 0.7838851542313554]",0.8351196510688071,0.9835121427057442,0.9835929512482673,0.9443597962922942,0.9704882967487686
432,5.5,6.0,6.0,-2.53831148147583,-1.4434901475906372,"[0.8963494896888733, 0.902083694934845]","[0.911592960357666, 0.9163253307342529]","[0.9039070010185242, 0.9091488122940063]","[0.75, 0.75]","[0.6666666666666666, 0.6666666666666666]","[0.7058823479584776, 0.7058823479584776]","[0.42857142857142855, 0.42857142857142855]","[0.375, 0.375]","[0.3999999950222222, 0.3999999950222222]","[0.625, 0.625]","[0.5555555555555556, 0.5555555555555556]","[0.5882352891349482, 0.5882352891349482]","[0.7471655328798186, 0.7471655328798186]","[0, 0]","[0.8183784371716608, 0.8155657624195829]",0.9354524859412192,0.9815853307393217,0.9825550719583721,0.9036522271743364,0.9559308766240101
433,4.0,2.5,3.0,-2.183842182159424,-2.4024503231048584,[0.868877649307251],[0.8471171259880066],[0.8578593730926514],[0.75],[0.75],[0.749999995],[0.5454545454545454],[0.5],[0.5217391254442345],[0.75],[0.75],[0.749999995],[0.666554054054054],[9.594503055152632e-232],[0.7292912479225677],0.6839508109826191,0.9664848813165757,0.9739538803243107,0.4087725377498173,0.7830704331302346
434,6.0,5.5,5.5,-1.034729242324829,-1.1955090761184692,[0.8993564248085022],[0.8945074081420898],[0.8969253897666931],[0.8461538461538461],[0.9166666666666666],[0.879999995008],[0.46153846153846156],[0.5],[0.47999999500800006],[0.46153846153846156],[0.5],[0.47999999500800006],[0.8188657407407407],[0],[0.8117764378310506],0.9256081801419952,0.9865440606279607,0.9886180578211832,0.9571630838934759,0.9774417341142065
435,5.5,4.0,4.5,-3.559516191482544,-2.792473793029785,"[0.8100727796554565, 0.8091933131217957]","[0.7296298742294312, 0.7858977317810059]","[0.7677499651908875, 0.7973753809928894]","[0.5454545454545454, 0.45454545454545453]","[0.46153846153846156, 0.38461538461538464]","[0.4999999950347222, 0.4166666617013889]","[0.2, 0.2]","[0.15384615384615385, 0.16666666666666666]","[0.17391303856332718, 0.18181817685950424]","[0.45454545454545453, 0.45454545454545453]","[0.38461538461538464, 0.38461538461538464]","[0.4166666617013889, 0.4166666617013889]","[0.5597547661039723, 0.5434782608695652]","[1.1640469867513693e-231, 9.788429383461836e-232]","[0.5579058780297201, 0.5860587719208342]",0.3885326828347712,0.9648454190089998,0.9697055654259902,0.006155847557246754,0.6469022773307456
436,5.0,5.0,4.0,-2.216550827026367,-2.205524206161499,[0.8064977526664734],[0.8184994459152222],[0.812454342842102],[0.5384615384615384],[0.4666666666666667],[0.4999999950255103],[0.2],[0.21428571428571427],[0.20689654673008337],[0.46153846153846156],[0.4],[0.4285714235969388],[0.5145962732919255],[8.972141065609098e-232],[0.5888312883852674],0.1319603112286491,0.954235761023512,0.9606187103832563,0.08419794490000249,0.6663508054355903
437,5.5,4.5,4.5,-1.7013298273086548,-1.4492944478988647,[1.000000238418579],[1.000000238418579],[1.000000238418579],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[0.9993141289437586],[9.412234823955334e-232],[1.0],0.9694501379491288,0.9762952039259405,0.9789627523683362,0.9341096958972773,0.963122550730518
438,6.0,5.0,5.0,-1.845460772514344,-1.2832138538360596,[0.8970648646354675],[0.8740381002426147],[0.8854018449783325],[0.6428571428571429],[0.75],[0.6923076873372783],[0.42857142857142855],[0.46153846153846156],[0.4444444394513032],[0.5714285714285714],[0.6666666666666666],[0.6153846104142012],[0.7361111111111112],[9.109159947227211e-232],[0.8538426576983169],0.9248303172832024,0.9893917073171268,0.9906460451525277,0.9463135139561206,0.975450422141925
439,6.0,4.0,5.0,-2.673914194107056,-3.184979200363159,[0.8184373378753662],[0.8357353210449219],[0.826995849609375],[0.6470588235294118],[0.7857142857142857],[0.709677414401665],[0.21052631578947367],[0.3076923076923077],[0.2499999951757813],[0.4117647058823529],[0.5],[0.4516128982726327],[0.6436807768168714],[1.012071042130996e-231],[0.6144554256171157],0.6980017492461983,0.9791329110851269,0.9796312525070319,0.04425919475113145,0.6676744527810968
440,4.0,2.5,5.0,-2.9082322120666504,-2.9596076011657715,[0.919109582901001],[0.9584075808525085],[0.9383472800254822],[0.75],[1.0],[0.8571428522448981],[0.42857142857142855],[0.6],[0.499999995138889],[0.75],[1.0],[0.8571428522448981],[0.9339569160997733],[1.0518351895246305e-231],[0.8392136274034498],0.91297500772509,0.9754844616899053,0.9807049015075197,0.0075672539493582824,0.6545855390489278
441,6.0,6.0,6.0,-1.3649659156799316,-1.4254800081253052,[0.794217586517334],[0.7885680794715881],[0.7913827300071716],[0.5],[0.6666666666666666],[0.5714285665306124],[0.14285714285714285],[0.2],[0.1666666618055557],[0.375],[0.5],[0.4285714236734694],[0.7079365079365081],[0],[0.6752290950976294],0.9463460043181224,0.9797327198722516,0.9824715502704403,0.921337145677317,0.9611804719400029
