id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
513,6.0,5.0,5.0,-3.179457187652588,-2.7959446907043457,"[0.9152209162712097, 0.926793098449707, 0.8672643303871155, 0.8293846249580383, 0.8884403705596924, 0.8452231884002686, 0.8519934415817261, 0.7746469974517822]","[0.941092848777771, 0.9742298126220703, 0.8637105226516724, 0.8955848217010498, 0.8935123682022095, 0.8159185647964478, 0.8580223321914673, 0.8617948293685913]","[0.9279766082763672, 0.949919581413269, 0.8654837608337402, 0.8612143993377686, 0.8909691572189331, 0.8303124308586121, 0.8549972772598267, 0.815900444984436]","[0.6666666666666666, 0.8888888888888888, 0.7777777777777778, 0.4444444444444444, 0.6666666666666666, 0.7777777777777778, 0.7777777777777778, 0.4444444444444444]","[0.8571428571428571, 1.0, 0.7777777777777778, 0.8, 0.75, 0.7, 0.7777777777777778, 0.8]","[0.7499999950781251, 0.9411764656055364, 0.7777777727777778, 0.5714285668367348, 0.7058823479584776, 0.7368421002770082, 0.7777777727777778, 0.5714285668367348]","[0.5, 0.75, 0.25, 0.125, 0.25, 0.5, 0.5, 0.125]","[0.6666666666666666, 0.8571428571428571, 0.2222222222222222, 0.25, 0.2857142857142857, 0.4, 0.5, 0.25]","[0.5714285665306124, 0.7999999950222222, 0.23529411266435996, 0.16666666222222234, 0.266666661688889, 0.4444444395061729, 0.4999999950000001, 0.16666666222222234]","[0.6666666666666666, 0.8888888888888888, 0.3333333333333333, 0.4444444444444444, 0.5555555555555556, 0.6666666666666666, 0.7777777777777778, 0.4444444444444444]","[0.8571428571428571, 1.0, 0.3333333333333333, 0.8, 0.625, 0.6, 0.7777777777777778, 0.8]","[0.7499999950781251, 0.9411764656055364, 0.3333333283333334, 0.5714285668367348, 0.5882352891349482, 0.6315789423822715, 0.7777777727777778, 0.5714285668367348]","[0.9679878048780488, 0.9679878048780488, 0.6314418393929098, 0.7986111111111112, 0.7718063186813185, 0.6600900423728814, 0.738954922628392, 0.8109090909090909]","[1.0244914152188952e-231, 0, 1.0244914152188952e-231, 1.0244914152188952e-231, 1.0244914152188952e-231, 1.0244914152188952e-231, 0, 0]","[0.7762763685594027, 0.8479086205893992, 0.6330924124579096, 0.5788718026267028, 0.7053859328201091, 0.5789707887600761, 0.6951318922199019, 0.5428916949789908]",0.9367708436660716,0.9814972166206941,0.9838602482891633,0.7133530883827608,0.8929035177642061
514,6.0,6.0,5.0,-2.403064250946045,-2.0836286544799805,"[0.7564213275909424, 0.8109005689620972]","[0.6264711618423462, 0.765688419342041]","[0.6853405237197876, 0.7876462340354919]","[0.4444444444444444, 0.3333333333333333]","[0.26666666666666666, 0.5]","[0.33333332864583337, 0.39999999520000007]","[0.125, 0.125]","[0.06666666666666667, 0.2]","[0.08695651720226867, 0.1538461491124262]","[0.4444444444444444, 0.3333333333333333]","[0.26666666666666666, 0.5]","[0.33333332864583337, 0.39999999520000007]","[0.2942281206961312, 0.700152207001522]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.21469016089934578, 0.48994884729484556]",0.9608813805276604,0.9866741053400794,0.9874312875321662,0.5363651752734261,0.8368235227152239
515,6.0,6.0,4.0,-1.5452581644058228,-1.588485836982727,"[0.919585645198822, 0.8719821572303772, 0.9548393487930298, 0.8993498682975769, 0.8997323513031006, 0.8308200836181641, 0.8369792699813843]","[0.9131147265434265, 0.9217542409896851, 0.9652543067932129, 0.9205074310302734, 0.9011669158935547, 0.9010100364685059, 0.9072821140289307]","[0.9163387417793274, 0.8961776494979858, 0.9600185751914978, 0.9098055958747864, 0.9004490375518799, 0.8644927144050598, 0.8707139492034912]","[0.7692307692307693, 0.7692307692307693, 0.9230769230769231, 0.7692307692307693, 0.6923076923076923, 0.6153846153846154, 0.6153846153846154]","[0.7692307692307693, 0.8333333333333334, 0.8571428571428571, 0.7692307692307693, 0.6923076923076923, 0.8888888888888888, 0.8888888888888888]","[0.7692307642307693, 0.7999999950080001, 0.8888888838957477, 0.7692307642307693, 0.6923076873076923, 0.7272727224380167, 0.7272727224380167]","[0.5384615384615384, 0.5384615384615384, 0.9230769230769231, 0.6153846153846154, 0.5384615384615384, 0.3076923076923077, 0.38461538461538464]","[0.5833333333333334, 0.6363636363636364, 0.8571428571428571, 0.6153846153846154, 0.5384615384615384, 0.5, 0.625]","[0.559999995008, 0.5833333283680556, 0.8888888838957477, 0.6153846103846154, 0.5384615334615386, 0.3809523762358277, 0.476190471473923]","[0.7692307692307693, 0.7692307692307693, 0.9230769230769231, 0.7692307692307693, 0.6923076923076923, 0.6153846153846154, 0.6153846153846154]","[0.7692307692307693, 0.8333333333333334, 0.8571428571428571, 0.7692307692307693, 0.6923076923076923, 0.8888888888888888, 0.8888888888888888]","[0.7692307642307693, 0.7999999950080001, 0.8888888838957477, 0.7692307642307693, 0.6923076873076923, 0.7272727224380167, 0.7272727224380167]","[0.7978723404255318, 0.9146341463414633, 0.9331632653061225, 0.8444148936170212, 0.7258953168044078, 0.7812499999999999, 0.8195179306290419]","[9.257324954728539e-232, 0, 0, 0, 9.257324954728539e-232, 0, 9.257324954728539e-232]","[0.8113381268522979, 0.7663465546509305, 0.9232113311962016, 0.8438432032057921, 0.8121755828110064, 0.5568329898928965, 0.5842276464224465]",0.927986986757354,0.9824141147410413,0.9844439649924441,0.9426086743109289,0.969822251348138
516,6.0,6.0,6.0,-1.8764299154281616,-2.0684638023376465,"[0.9905037879943848, 0.966618537902832, 0.8848515748977661, 0.9096522331237793]","[0.9696568846702576, 0.966618537902832, 0.9131456017494202, 0.9083582162857056]","[0.9799694418907166, 0.966618537902832, 0.8987759351730347, 0.9090047478675842]","[1.0, 0.7777777777777778, 0.5555555555555556, 0.7777777777777778]","[0.9, 0.875, 0.8333333333333334, 0.7777777777777778]","[0.9473684160664821, 0.823529406782007, 0.6666666618666668, 0.7777777727777778]","[0.875, 0.75, 0.25, 0.5]","[0.7777777777777778, 0.8571428571428571, 0.4, 0.5]","[0.823529406782007, 0.7999999950222222, 0.3076923029585799, 0.4999999950000001]","[1.0, 0.7777777777777778, 0.5555555555555556, 0.6666666666666666]","[0.9, 0.875, 0.8333333333333334, 0.6666666666666666]","[0.9473684160664821, 0.823529406782007, 0.6666666618666668, 0.6666666616666668]","[0.9137614678899082, 0.9883326549993218, 0.9211629857422421, 0.855940934065934]","[1.0244914152188952e-231, 1.0244914152188952e-231, 1.0244914152188952e-231, 0]","[0.8915022615385637, 0.8623551028214418, 0.6010496257399267, 0.7672728062490471]",0.9590073834730538,0.9779615511727062,0.9815220619375629,0.8989222062211527,0.9528019397771406
517,6.0,5.0,5.0,-2.150919437408448,-2.075622081756592,"[0.8808286786079407, 0.8351082801818848, 0.9386348724365234]","[0.9290904998779297, 0.8767784833908081, 0.9114330410957336]","[0.9043161869049072, 0.8554362058639526, 0.9248340129852295]","[0.75, 0.625, 0.75]","[1.0, 0.625, 0.6]","[0.8571428522448981, 0.624999995, 0.6666666617283951]","[0.42857142857142855, 0.14285714285714285, 0.5714285714285714]","[0.6, 0.14285714285714285, 0.4444444444444444]","[0.499999995138889, 0.14285713785714302, 0.4999999950781251]","[0.75, 0.625, 0.75]","[1.0, 0.625, 0.6]","[0.8571428522448981, 0.624999995, 0.6666666617283951]","[0.9339569160997733, 0.6310013717421126, 0.7349537037037036]","[1.0518351895246305e-231, 0, 1.0518351895246305e-231]","[0.7547913354741136, 0.6987959157936341, 0.7820515330639034]",0.9362332390839972,0.9775418151380743,0.9810056130064115,0.7350852509796852,0.897877559708057
518,6.0,6.0,5.0,-1.3528679609298706,-1.5952059030532837,"[0.9050129055976868, 1.0, 0.9229179620742798, 0.7721800804138184, 0.9773452281951904, 0.9468932151794434, 0.9373624324798584]","[0.9463212490081787, 1.0, 0.9134736061096191, 0.8498308658599854, 0.9659896492958069, 0.9339704513549805, 0.9626583456993103]","[0.9252062439918518, 1.0, 0.9181715250015259, 0.8091467618942261, 0.9716343283653259, 0.9403874278068542, 0.9498419761657715]","[0.875, 1.0, 0.875, 0.375, 0.875, 0.875, 0.875]","[1.0, 1.0, 0.875, 0.75, 0.7777777777777778, 0.875, 0.875]","[0.9333333283555556, 0.999999995, 0.874999995, 0.49999999555555563, 0.823529406782007, 0.874999995, 0.874999995]","[0.42857142857142855, 1.0, 0.42857142857142855, 0.0, 0.7142857142857143, 0.42857142857142855, 0.7142857142857143]","[0.5, 1.0, 0.42857142857142855, 0.0, 0.625, 0.42857142857142855, 0.7142857142857143]","[0.4615384565680473, 0.999999995, 0.4285714235714286, 0.0, 0.6666666616888889, 0.4285714235714286, 0.7142857092857143]","[0.625, 1.0, 0.625, 0.25, 0.875, 0.625, 0.875]","[0.7142857142857143, 1.0, 0.625, 0.5, 0.7777777777777778, 0.625, 0.875]","[0.6666666616888889, 0.999999995, 0.624999995, 0.33333332888888895, 0.823529406782007, 0.624999995, 0.874999995]","[0.8815192743764172, 0.9993141289437586, 0.783572688334593, 0.701388888888889, 0.78677398989899, 0.8333333333333333, 0.854119425547997]","[0, 1.0518351895246305e-231, 0, 0, 1.0518351895246305e-231, 1.0518351895246305e-231, 0]","[0.838446801463989, 1.0, 0.8581490650313855, 0.5639125427519935, 0.8919210415736315, 0.8697688634066425, 0.9540441155978586]",0.9496170222873824,0.9736811647471507,0.9783772658234506,0.9311399457325517,0.9610661254343844
519,4.0,3.0,2.0,-1.636658787727356,-1.889031887054444,"[0.8842493295669556, 0.8099383115768433, 0.8603069186210632, 0.8347402215003967, 0.8884807825088501]","[0.9576889276504517, 0.8410840630531311, 0.85820472240448, 0.9001291990280151, 0.9480744004249573]","[0.9195050597190857, 0.8252173662185669, 0.8592545390129089, 0.8662024140357971, 0.9173107147216797]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.6428571428571429, 0.7142857142857143]","[1.0, 0.7692307692307693, 0.7692307692307693, 0.9, 1.0]","[0.8333333284722222, 0.7407407357475996, 0.7407407357475996, 0.7499999951388889, 0.8333333284722222]","[0.6428571428571429, 0.5, 0.5, 0.5, 0.6428571428571429]","[0.9, 0.5, 0.4375, 0.6363636363636364, 0.75]","[0.7499999951388889, 0.4999999950000001, 0.46666666168888893, 0.5599999950720002, 0.6923076873372783]","[0.7142857142857143, 0.5, 0.6428571428571429, 0.6428571428571429, 0.7142857142857143]","[1.0, 0.5384615384615384, 0.6923076923076923, 0.9, 1.0]","[0.8333333284722222, 0.5185185135253774, 0.6666666616735254, 0.7499999951388889, 0.8333333284722222]","[0.9498207885304659, 0.7725591715976331, 0.649773720349563, 0.6681451612903228, 0.6668133802816901]","[1.1988328686372911e-231, 4.987693055201041e-155, 1.1988328686372911e-231, 1.0832677820940877e-231, 1.1988328686372911e-231]","[0.684438881454829, 0.5704936869044905, 0.5138868780505971, 0.5941269532099894, 0.6707666504333007]",0.9694990295250918,0.9852888403666886,0.9851423539063122,0.04608621981719992,0.6721724713634002
520,3.0,6.0,4.0,-1.4277822971343994,-2.2200920581817627,"[0.897688090801239, 0.8632545471191406, 1.0]","[0.9089049696922302, 0.8519695997238159, 1.0]","[0.903261661529541, 0.857574999332428, 1.0]","[0.8, 0.9, 1.0]","[0.8, 0.75, 1.0]","[0.7999999950000002, 0.8181818132231407, 0.999999995]","[0.6666666666666666, 0.6666666666666666, 1.0]","[0.7272727272727273, 0.6153846153846154, 1.0]","[0.6956521689224953, 0.6399999950080001, 0.999999995]","[0.8, 0.8, 1.0]","[0.8, 0.6666666666666666, 1.0]","[0.7999999950000002, 0.7272727223140496, 0.999999995]","[0.8989296843246172, 0.7254381058911261, 0.9998177842565598]","[1.1200407237786664e-231, 1.2395288183339461e-231, 1.2395288183339461e-231]","[0.760895823624373, 0.5452139042622665, 1.0]",0.0226696489735667,0.9677661585676757,0.9247778875277052,0.42387826351768987,0.7721407698710235
521,6.0,6.0,4.0,-2.073507070541382,-2.3356738090515137,"[0.9277455806732178, 0.9164943695068359, 0.8327299356460571, 0.9460254311561584, 0.8336870670318604, 0.9999998807907104]","[0.9091421365737915, 0.9242979884147644, 0.6949409246444702, 0.9460254311561584, 0.8084086179733276, 0.9999998807907104]","[0.9183496236801147, 0.920379638671875, 0.7576214671134949, 0.9460254311561584, 0.8208532333374023, 0.9999998807907104]","[0.75, 1.0, 0.5, 0.75, 0.5, 1.0]","[0.5, 0.8, 0.16666666666666666, 0.6, 0.2857142857142857, 1.0]","[0.5999999952, 0.8888888839506174, 0.24999999625000005, 0.6666666617283951, 0.36363635900826446, 0.999999995]","[0.6666666666666666, 1.0, 0.0, 0.6666666666666666, 0.0, 1.0]","[0.4, 0.75, 0.0, 0.5, 0.0, 1.0]","[0.49999999531250006, 0.8571428522448981, 0.0, 0.5714285665306124, 0.0, 0.999999995]","[0.75, 1.0, 0.5, 0.75, 0.5, 1.0]","[0.5, 0.8, 0.16666666666666666, 0.6, 0.2857142857142857, 1.0]","[0.5999999952, 0.8888888839506174, 0.24999999625000005, 0.6666666617283951, 0.36363635900826446, 0.999999995]","[0.711764705882353, 0.7937500000000002, 0.24093511450381674, 0.8440677966101694, 0.3758169934640523, 0.996]","[1.2183324802375697e-231, 0, 1.2183324802375697e-231, 1.2183324802375697e-231, 0, 1.2183324802375697e-231]","[0.7220459400223975, 0.807041832266772, 0.3841018544335195, 0.8397408662091748, 0.5706239520643075, 1.0]",0.9591495957446884,0.9712015670476883,0.9741954235935268,0.7615059748804707,0.9023009885072287
522,6.0,5.0,4.0,-1.4316004514694214,-1.6619610786437988,"[0.8991016149520874, 0.9553872346878052, 0.8255059123039246]","[0.9463894367218018, 0.9831157922744751, 0.8192398548126221]","[0.9221397042274475, 0.9690531492233276, 0.8223609328269958]","[0.875, 1.0, 0.375]","[1.0, 1.0, 0.375]","[0.9333333283555556, 0.999999995, 0.37499999500000003]","[0.42857142857142855, 1.0, 0.0]","[0.5, 1.0, 0.0]","[0.4615384565680473, 0.999999995, 0.0]","[0.625, 1.0, 0.25]","[0.7142857142857143, 1.0, 0.25]","[0.6666666616888889, 0.999999995, 0.24999999500000009]","[0.8815192743764172, 0.9866898148148149, 0.45925925925925926]","[0, 0, 0]","[0.8229635546001542, 0.9846836680743691, 0.6672350674504266]",0.9497138582602532,0.977067392231392,0.980806846205091,0.93648091863052,0.9647850523556677
523,5.0,6.0,4.0,-1.645315647125244,-1.682412028312683,[0.9791742563247681],[0.9689867496490479],[0.9740538597106934],[1.0],[1.0],[0.999999995],[0.8823529411764706],[0.7894736842105263],[0.8333333283487654],[1.0],[1.0],[0.999999995],[0.8877721943048577],[1.0377133938315695e-231],[0.9323711881987792],0.914515582618849,0.9842098292440045,0.9862970007527634,0.9078849288310618,0.9594639196092766
524,6.0,5.0,3.0,-2.9000589847564697,-2.88602876663208,[0.9255002737045288],[0.9251040816307068],[0.9253021478652954],[0.6666666666666666],[0.6],[0.6315789423822715],[0.25],[0.2222222222222222],[0.23529411266435996],[0.6666666666666666],[0.6],[0.6315789423822715],[0.7033639143730888],[1.0244914152188952e-231],[0.6661676429871574],0.9586654736816326,0.9859225205208013,0.987343317348629,0.5482151515937227,0.8404936631543843
525,4.0,3.0,4.0,-2.413987874984741,-2.828680992126465,"[0.9291046857833862, 0.8747190833091736, 0.9097603559494019, 0.8474358916282654, 0.948399543762207, 0.9615976810455322]","[0.9291046857833862, 0.7977491617202759, 0.8650187253952026, 0.7555978298187256, 0.9083874225616455, 0.9176750779151917]","[0.9291046857833862, 0.8344630002975464, 0.8868256211280823, 0.7988861203193665, 0.9279623627662659, 0.9391231536865234]","[0.75, 0.75, 0.75, 0.75, 0.75, 1.0]","[0.6, 0.375, 0.5, 0.3, 0.6, 0.6666666666666666]","[0.6666666617283951, 0.49999999555555563, 0.5999999952, 0.4285714244897959, 0.6666666617283951, 0.7999999952000001]","[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666]","[0.5, 0.125, 0.4, 0.0, 0.25, 0.4]","[0.5714285665306124, 0.18181817785123974, 0.49999999531250006, 0.0, 0.2857142808163266, 0.49999999531250006]","[0.75, 0.75, 0.75, 0.75, 0.75, 1.0]","[0.6, 0.375, 0.5, 0.3, 0.6, 0.6666666666666666]","[0.6666666617283951, 0.49999999555555563, 0.5999999952, 0.4285714244897959, 0.6666666617283951, 0.7999999952000001]","[0.8440677966101694, 0.4694736842105263, 0.7323529411764707, 0.22123893805309736, 0.635593220338983, 0.6558823529411766]","[1.2183324802375697e-231, 1.2183324802375697e-231, 1.2183324802375697e-231, 1.2183324802375697e-231, 1.2183324802375697e-231, 1.2183324802375697e-231]","[0.8127671114032445, 0.5266624696109258, 0.6990852840638184, 0.4745962202530992, 0.7150618825069074, 0.6804774491273722]",0.951103113143696,0.9733997073752992,0.9764304190161803,0.691961265642315,0.8805971306779314
526,6.0,5.0,5.0,-1.2381210327148438,-1.4432213306427002,"[0.9563887119293213, 1.0, 0.9605147838592529]","[0.9821427464485168, 1.0, 0.9080062508583069]","[0.9690946936607361, 1.0, 0.9335227012634277]","[1.0, 1.0, 0.875]","[1.0, 1.0, 0.7]","[0.999999995, 0.999999995, 0.7777777728395062]","[1.0, 1.0, 0.7142857142857143]","[1.0, 1.0, 0.5]","[0.999999995, 0.999999995, 0.5882352892733564]","[1.0, 1.0, 0.875]","[1.0, 1.0, 0.7]","[0.999999995, 0.999999995, 0.7777777728395062]","[0.9866898148148149, 0.9993141289437586, 0.754985754985755]","[0, 9.412234823955334e-232, 9.412234823955334e-232]","[0.9876497037170379, 1.0, 0.8114509411174413]",0.9356225268626795,0.9787036364810611,0.9819752625020983,0.9194233077785977,0.9600340689205856
527,5.0,5.0,4.0,-2.133823871612549,-2.423758029937744,"[0.9011807441711426, 1.000000238418579]","[0.9288865327835083, 1.000000238418579]","[0.9148239493370056, 1.000000238418579]","[0.6666666666666666, 1.0]","[0.75, 1.0]","[0.7058823479584776, 0.999999995]","[0.5, 1.0]","[0.5714285714285714, 1.0]","[0.5333333283555556, 0.999999995]","[0.6666666666666666, 1.0]","[0.75, 1.0]","[0.7058823479584776, 0.999999995]","[0.738954922628392, 0.9995]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.7581149978972852, 1.0]",0.9637821932217828,0.9868291776121367,0.987045219399387,0.2749501936863354,0.7496081968992864
528,6.0,5.0,6.0,-1.6721093654632568,-1.3286296129226685,"[0.8723909854888916, 0.9020553827285767, 0.7956838607788086]","[0.8777496814727783, 0.9078637361526489, 0.831875205039978]","[0.8750621676445007, 0.9049502611160278, 0.8133772015571594]","[0.6666666666666666, 0.8888888888888888, 0.6666666666666666]","[0.75, 0.9411764705882353, 0.8]","[0.7058823479584776, 0.9142857092897959, 0.7272727223140496]","[0.42105263157894735, 0.631578947368421, 0.42105263157894735]","[0.42105263157894735, 0.6666666666666666, 0.5333333333333333]","[0.4210526265789474, 0.648648643652301, 0.4705882303633218]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0.75, 0.7058823529411765, 0.8]","[0.7058823479584776, 0.6857142807183674, 0.7272727223140496]","[0.5451895043731778, 0.8392805651672433, 0.5384422739794641]","[8.510469113101058e-232, 0, 1.012071042130996e-231]","[0.7364112676913164, 0.8374033855463366, 0.6199525747789071]",0.6211116918808735,0.9736858069172134,0.9691906100776474,0.5611464234083471,0.8346742801344026
529,6.0,6.0,6.0,-2.125383853912353,-1.8331936597824097,"[0.8621808290481567, 0.943446934223175, 0.9576109647750854, 0.9381054639816284, 1.0]","[0.8596218824386597, 0.881454586982727, 0.9576109647750854, 0.8174577951431274, 1.0]","[0.8608994483947754, 0.9113977551460266, 0.9576109647750854, 0.87363600730896, 1.0]","[0.3333333333333333, 1.0, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.25, 0.6, 0.7142857142857143, 0.5555555555555556, 1.0]","[0.2857142808163266, 0.7499999953125, 0.7692307642603551, 0.6666666618666668, 0.999999995]","[0.0, 0.8, 0.8, 0.8, 1.0]","[0.0, 0.4444444444444444, 0.6666666666666666, 0.5, 1.0]","[0.0, 0.5714285668367348, 0.7272727223140496, 0.6153846106508877, 0.999999995]","[0.16666666666666666, 1.0, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.125, 0.6, 0.7142857142857143, 0.5555555555555556, 1.0]","[0.14285713795918387, 0.7499999953125, 0.7692307642603551, 0.6666666618666668, 0.999999995]","[0.4227272727272727, 0.6343858298036196, 0.884784293464221, 0.6594147092799383, 0.9985422740524781]","[1.1200407237786664e-231, 1.1200407237786664e-231, 1.1200407237786664e-231, 1.1200407237786664e-231, 1.1200407237786664e-231]","[0.5453195418080616, 0.5634142952821457, 0.8377267723001225, 0.5908390892759392, 1.0]",0.7939562830831597,0.9594136860466933,0.9546604438395611,0.8238427287576525,0.9126389528813023
530,5.0,4.0,4.0,-1.1048816442489624,-1.5051181316375732,"[0.8925889730453491, 0.8901054859161377, 0.8949531316757202]","[0.88371342420578, 0.8771758675575256, 0.893254280090332]","[0.8881290555000305, 0.8835934400558472, 0.8941028714179993]","[0.7692307692307693, 0.6923076923076923, 0.6923076923076923]","[0.7692307692307693, 0.75, 0.6923076923076923]","[0.7692307642307693, 0.7199999950079999, 0.6923076873076923]","[0.5384615384615384, 0.5384615384615384, 0.5384615384615384]","[0.5833333333333334, 0.5833333333333334, 0.5384615384615384]","[0.559999995008, 0.559999995008, 0.5384615334615386]","[0.7692307692307693, 0.6923076923076923, 0.6923076923076923]","[0.7692307692307693, 0.75, 0.6923076923076923]","[0.7692307642307693, 0.7199999950079999, 0.6923076873076923]","[0.7978723404255318, 0.47821969696969696, 0.7258953168044078]","[9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232]","[0.8175017654548405, 0.722814673035763, 0.8094916327796262]",0.933215668778341,0.9822394022840715,0.9836495904226632,0.9122119992475717,0.959366997318102
531,6.0,6.0,5.0,-1.8938493728637693,-1.8910555839538568,"[0.9432169795036316, 0.9807103872299194, 1.0]","[0.9432170391082764, 0.9575580358505249, 1.0]","[0.9432169795036316, 0.9689959287643433, 1.0]","[0.8333333333333334, 1.0, 1.0]","[0.7142857142857143, 0.8571428571428571, 1.0]","[0.7692307642603551, 0.9230769181065088, 0.999999995]","[0.6, 0.8, 1.0]","[0.5, 0.6666666666666666, 1.0]","[0.5454545404958678, 0.7272727223140496, 0.999999995]","[0.8333333333333334, 1.0, 1.0]","[0.7142857142857143, 0.8571428571428571, 1.0]","[0.7692307642603551, 0.9230769181065088, 0.999999995]","[0.8412698412698414, 0.8757427021441488, 0.9985422740524781]","[0, 1.1200407237786664e-231, 1.1200407237786664e-231]","[0.7968614040955704, 0.8847959632397387, 1.0]",0.9228637062761852,0.9805181913368411,0.9829748763925804,0.41953772830238634,0.7943435986772692
532,6.0,6.0,6.0,-1.365525245666504,-1.6695739030838013,"[0.8892524838447571, 0.9545403718948364]","[0.9314881563186646, 0.9775731563568115]","[0.9098803997039795, 0.9659194946289062]","[0.7333333333333333, 0.9333333333333333]","[0.9166666666666666, 1.0]","[0.8148148098765432, 0.9655172363852557]","[0.4666666666666667, 0.7333333333333333]","[0.5833333333333334, 0.7857142857142857]","[0.518518513580247, 0.7586206846611178]","[0.6, 0.8666666666666667]","[0.75, 0.9285714285714286]","[0.6666666617283951, 0.8965517191438764]","[0.9425505608054402, 0.9860248447204969]","[0, 8.972141065609098e-232]","[0.7512928499096673, 0.8945636089458031]",0.7258719788054305,0.9647451665515622,0.9591862899251478,0.8125455701201455,0.9121590088656184
533,6.0,6.0,5.0,-3.809396505355835,-2.9444901943206787,"[0.9043467044830322, 0.8864220380783081, 0.8607224225997925, 0.9023284912109375]","[0.8729454278945923, 0.8797643184661865, 0.8806520700454712, 0.8988378047943115]","[0.8883686661720276, 0.8830806612968445, 0.8705732226371765, 0.9005797505378723]","[0.7, 0.7, 0.8, 0.7]","[0.6363636363636364, 0.7, 0.8888888888888888, 0.7]","[0.6666666616780046, 0.699999995, 0.8421052581717452, 0.699999995]","[0.4444444444444444, 0.5555555555555556, 0.4444444444444444, 0.5555555555555556]","[0.4, 0.5555555555555556, 0.5, 0.5555555555555556]","[0.42105262659279785, 0.5555555505555557, 0.4705882303114187, 0.5555555505555557]","[0.7, 0.7, 0.5, 0.7]","[0.6363636363636364, 0.7, 0.5555555555555556, 0.7]","[0.6666666616780046, 0.699999995, 0.5263157844875347, 0.699999995]","[0.8134453781512606, 0.896818181818182, 0.9353193773483629, 0.8861997310842195]","[1.0003688322288243e-231, 1.0003688322288243e-231, 0, 0]","[0.752301659433408, 0.8018780518347712, 0.7430000467683426, 0.837877382635944]",0.9296588015137938,0.9653115398470937,0.9737303295090153,0.008792704201517159,0.6492781911858754
534,4.0,4.0,3.0,-2.963012456893921,-2.9532532691955566,"[0.7741154432296753, 0.9518948197364807]","[0.8476248979568481, 0.9518948197364807]","[0.8092041611671448, 0.9518948197364807]","[0.7142857142857143, 0.8571428571428571]","[0.8333333333333334, 0.8571428571428571]","[0.7692307642603551, 0.8571428521428571]","[0.42857142857142855, 0.7142857142857143]","[0.6, 0.8333333333333334]","[0.499999995138889, 0.7692307642603551]","[0.7142857142857143, 0.8571428571428571]","[0.8333333333333334, 0.8571428571428571]","[0.7692307642603551, 0.8571428521428571]","[0.9347442680776015, 0.9866898148148149]","[1.0518351895246305e-231, 1.2508498911928379e-231]","[0.565603093500823, 0.8731101527180483]",0.0632790209070131,0.9593497621946606,0.9317012674656169,0.7242471539359678,0.8717660611987483
535,4.0,4.0,4.0,-2.0787761211395264,-1.6375205516815186,"[0.8703187108039856, 0.7954452037811279]","[0.7872022390365601, 0.7225724458694458]","[0.8266764879226685, 0.757259726524353]","[0.7142857142857143, 0.5714285714285714]","[0.5555555555555556, 0.4]","[0.6249999950781252, 0.470588230449827]","[0.6666666666666666, 0.3333333333333333]","[0.5, 0.2222222222222222]","[0.5714285665306124, 0.2666666618666667]","[0.7142857142857143, 0.5714285714285714]","[0.5555555555555556, 0.4]","[0.6249999950781252, 0.470588230449827]","[0.8099489795918368, 0.7059558517284465]","[1.0832677820940877e-231, 0]","[0.7904511688064684, 0.6555833520915627]",0.945842952038922,0.9814492699061083,0.9809978052207211,0.7834507508445756,0.9152992753238016
536,5.0,6.0,6.0,-2.4690749645233154,-2.2144269943237305,"[0.882161021232605, 0.9041316509246826]","[0.854906439781189, 0.8769272565841675]","[0.8683198690414429, 0.8903217315673828]","[0.6666666666666666, 0.8333333333333334]","[0.5714285714285714, 0.7142857142857143]","[0.6153846104142012, 0.7692307642603551]","[0.4, 0.8]","[0.3333333333333333, 0.6666666666666666]","[0.36363635867768596, 0.7272727223140496]","[0.6666666666666666, 0.8333333333333334]","[0.5714285714285714, 0.7142857142857143]","[0.6153846104142012, 0.7692307642603551]","[0.7454289732770746, 0.884784293464221]","[9.709385502639237e-232, 9.709385502639237e-232]","[0.8100629533245229, 0.8882367205658516]",0.945174970101228,0.975850880209705,0.9771945337154917,0.7264030450306473,0.8931494863186146
