id,src,sys,refs,ref,fluency,grammar,semantics
228,"a.c._lumezzane | manager | michele_marcolini,a.c._lumezzane | ground | italy,italy | leader | pietro_grasso,michele_marcolini | club | f.c._bari_1908,michele_marcolini | club | vicenza_calcio","michele marcolini is the manager of the a. c. lumezzane . it is also known as a member of the italy club , who have their ground in italy where the leader is pietro grasso .","['italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .', ""the manager of a . c . lumezzane is michele marcolini who has played for f . c . bari 1908 and vicenza calcio . a . c . lumezzane ' s ground is in italy where the leader is pietro grasso .""]",italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .,1.6666666666666667,2.0,1.3333333333333333
229,"a.c._lumezzane | manager | michele_marcolini,a.c._lumezzane | ground | italy,italy | leader | pietro_grasso,michele_marcolini | club | f.c._bari_1908,michele_marcolini | club | vicenza_calcio","the leader of michele marcolini is fc bari 1908. italy , who once played football for pietro grasso and vicenza calcio is pietro grasso manager of ac lumezzane , whose ground is in it .","['italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .', ""the manager of a . c . lumezzane is michele marcolini who has played for f . c . bari 1908 and vicenza calcio . a . c . lumezzane ' s ground is in italy where the leader is pietro grasso .""]",italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .,1.3333333333333333,1.6666666666666667,1.3333333333333333
230,"a.c._lumezzane | manager | michele_marcolini,a.c._lumezzane | ground | italy,italy | leader | pietro_grasso,michele_marcolini | club | f.c._bari_1908,michele_marcolini | club | vicenza_calcio",michele marcolini manages ac lumezzane and plays for fc bari 1908 and vicenza calcio . italian 's leader is pietro grasso . ac lumezzane ground is in italy .,"['italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .', ""the manager of a . c . lumezzane is michele marcolini who has played for f . c . bari 1908 and vicenza calcio . a . c . lumezzane ' s ground is in italy where the leader is pietro grasso .""]",italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .,2.333333333333333,2.0,2.6666666666666665
231,"a.c._lumezzane | manager | michele_marcolini,a.c._lumezzane | ground | italy,italy | leader | pietro_grasso,michele_marcolini | club | f.c._bari_1908,michele_marcolini | club | vicenza_calcio",the manager of a.c. lumezzane is michele marcolini . a.c. lumezzane 's ground is in italy where pietro grasso is the leader . michele marcolini plays for f.c . bari 1908. michele marcolini plays for vicenza calcio,"['italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .', ""the manager of a . c . lumezzane is michele marcolini who has played for f . c . bari 1908 and vicenza calcio . a . c . lumezzane ' s ground is in italy where the leader is pietro grasso .""]",italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .,2.0,2.6666666666666665,2.6666666666666665
232,"a.c._lumezzane | manager | michele_marcolini,a.c._lumezzane | ground | italy,italy | leader | pietro_grasso,michele_marcolini | club | f.c._bari_1908,michele_marcolini | club | vicenza_calcio","michele marcolini , who plays for f.c . bari 1908 and vicenza calcio , is the manager of a.c. lumezzane . it plays in italy . pietro grasso is the leader of italy .","['italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .', ""the manager of a . c . lumezzane is michele marcolini who has played for f . c . bari 1908 and vicenza calcio . a . c . lumezzane ' s ground is in italy where the leader is pietro grasso .""]",italy is led by pietro grasso and is where ac lumezzane play . their manager is michele marcolini who is in the vicenza calcio club and plays for fc bari 1908 .,2.333333333333333,2.6666666666666665,2.6666666666666665
234,a.d._isidro_metapán | league | salvadoran_primera_división,a.d. isidro metapán is in the salvadoran primera división league .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,3.0,3.0,3.0
235,a.d._isidro_metapán | league | salvadoran_primera_división,a. d. isidro metapan play in salvadoran primera division .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.333333333333333,2.0,2.6666666666666665
236,a.d._isidro_metapán | league | salvadoran_primera_división,a.d. isidro metapán play in salvadoran primera división .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.6666666666666665,2.6666666666666665,3.0
237,a.d._isidro_metapán | league | salvadoran_primera_división,a. d. isidro metapán play in the salvadoran primera división league .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.6666666666666665,2.0,3.0
238,a.d._isidro_metapán | league | salvadoran_primera_división,"a.d. isidro metapán is in the league , salvadoran primera división .","['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.0,2.0,2.6666666666666665
239,a.d._isidro_metapán | league | salvadoran_primera_división,a.d. isidro metapan play in salvadoran primera división,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,1.8,2.0,2.8
240,a.d._isidro_metapán | league | salvadoran_primera_división,in the salvadoran primera division,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.333333333333333,2.333333333333333,1.3333333333333333
241,a.d._isidro_metapán | league | salvadoran_primera_división,a.d. isidro metapán plays in salvadoran primera división .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.333333333333333,2.0,3.0
242,a.d._isidro_metapán | league | salvadoran_primera_división,the league that a. d. isidro metapán play in is salvadoran primera división .,"['a d isidro metapan play in a league called the salvadoran primera division .', 'a . d . isidro metapan is in the salvadoran primera division league .', 'a . d . isidro metapan play in the salvadoran primera division .']",a d isidro metapan play in a league called the salvadoran primera division .,2.0,1.6666666666666667,3.0
243,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language",the leader of denmark is lars lokke rasmussen and one of the languages is greenlandic . the ac hotel bella sky is located in copenhagen and tenanted by marriott international which was founded in washington dc .,"['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",3.0,2.6666666666666665,2.6666666666666665
244,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language","ac hotel bella sky copenhagen is located in denmark , which is lead by lars lokke rasmussen and has the marriott international as its tenant . the current tenant of the hotel is marriott international which was founded in washington dc .","['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",2.333333333333333,2.6666666666666665,2.333333333333333
245,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language","lars løkke rasmussen is the leader of denmark which is lead by lars løkke rasmussen the tenant of marriott international is ac hotel bella sky copenhagen which was founded in washington , d.c ..","['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",1.3333333333333333,1.3333333333333333,2.0
246,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language","marriott international , which was founded in washington dc , is the location of the ac hotel bella sky copenhagen in denmark . the current leader of denmark is lars løkke rasmussen .","['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",2.333333333333333,2.6666666666666665,2.0
247,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language","ac hotel bella sky copenhagen is located in denmark , and serves it of washington dc . the leader of denmark is lars lokke rasmussen and the language is greenlandic .","['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",2.0,2.0,1.3333333333333333
248,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language",ac hotel bella sky copenhagen is located in denmark . marriott international was founded in washington dc greenlandic is spoken in denmark . lars lokke rasmussen is the leader of it . marriott international is the tenant of the hotel .,"['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",1.6666666666666667,2.333333333333333,2.6666666666666665
249,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language",marriott international which was founded in washington dc . hotel bella sky copenhagen in denmark . the leader of denmark is lars lokke rasmussen . marriott international is the tenant of ac greenlandic is the language spoken in denmark .,"['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",1.0,1.3333333333333333,2.333333333333333
250,"ac_hotel_bella_sky_copenhagen | location | denmark,marriott_international | foundationplace | washington,_d.c.,denmark | leadername | lars_løkke_rasmussen,ac_hotel_bella_sky_copenhagen | tenant | marriott_international,denmark | language | greenlandic_language","ac hotel bella sky copenhagen , which marriott international operates , is in denmark , the leader of which is lars løkke rasmussen . it was founded in washington ( d.c. ) . the greenlandic language is spoken in it .","['ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .', 'marriott international , founded in washington dc , is a tenant of ac hotel bella sky located in copenhagen , denmark ( which is led by lars lokke rasmussen and has greenlandic as a spoken language ) .']","ac hotel bella sky copenhagen is in denmark where the leader is lars lokke rasmussen and greenlandic is one of the languages spoken there . the tenant of the ac hotel bella sky copenhagen is the marriott international hotel which was founded in washington , d . c .",2.333333333333333,2.0,3.0
252,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",the tenant of the ac hotel bella sky in copenhagen is the marriott international hotel .,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,3.0,3.0,2.333333333333333
253,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",marriott international is a tenant of ac hotel bella sky copenhagen in copenhagen .,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.0,2.6666666666666665,2.0
254,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",marriott international is the tenant of ac hotel bella sky copenhagen in copenhagen .,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.333333333333333,3.0,3.0
255,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen","marriott international is a tenant of ac hotel bella sky copenhagen , copenhagen .","['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.0,2.0,1.6666666666666667
256,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",marriott international own ac hotel bella sky copenhagen . 23 floor ac hotel bella sky copenhagen is owned by copenhagen .,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,1.3333333333333333,1.6666666666666667,2.333333333333333
257,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",marriott international rents ac hotel bella sky copenhagen which is in copenhagen .,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.0,2.0,2.333333333333333
258,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen",marriott international is the tenant of ac hotel bella sky in copenhagen,"['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.6666666666666665,3.0,3.0
259,"ac_hotel_bella_sky_copenhagen | tenant | marriott_international,ac_hotel_bella_sky_copenhagen | location | copenhagen","ac hotel bella sky copenhagen , the tenant of which is marriott international , is in copenhagen .","['marriott international is the tenant of ac hotel bella sky and is located in copenhagen .', 'the tenant of the ac hotel bella sky , located in copenhagen , is marriott international .', 'marriott international is the tenant of ac hotel bella sky which is located in copenhagen .']",marriott international is the tenant of ac hotel bella sky and is located in copenhagen .,2.333333333333333,2.0,3.0
261,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.",the olympic stadium ( athens ) is the home ground of aek athens fc who have their home ground at the olympic stadium ( athens ) located in marousi . the club 's manager is gus poyet who played for chelsea f.c . gus poyet is associated with the real zaragoza football club .,"['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,2.0,2.0,2.333333333333333
262,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.","the manager of aek athens f. c. is stuart parker , who is in the rb leipzig club and is in the rb leipzig club . he is in the chelsea f. c. club .","['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,1.0,1.3333333333333333,1.3333333333333333
263,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.","gus poyet is the manager of aek athens f.c . he plays for real zaragoza and is located in marousi , marousi .","['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,1.6666666666666667,2.0,1.3333333333333333
264,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.","gus poyet has been the manager of a c cesena , he played for chelsea f. c .. he is also the manager of aek athens f. c ..","['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,3.0,2.333333333333333,1.6666666666666667
265,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.",the olympic stadium ( real zaragoza ) is the home ground of aek athens fc who have been managed by gus poyet . gus poyet own club is marousi and him has played for chelsea fc .,"['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,1.6666666666666667,2.0,2.0
266,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.",the olympic stadium is located in marousi . gus poyet plays for chelsea fc and real zaragoza while also being a manager at aek athens fc their ground ground is in the olympic stadium .,"['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,2.333333333333333,2.333333333333333,3.0
267,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.",gus poyet is manager of aek athens fc and his club is real zaragoza . the ground for aek athens fc is the olympic stadium ( athens ) in marousi . gus poyet played for chelsea f.c .,"['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,1.6666666666666667,2.0,2.333333333333333
268,"aek_athens_f.c. | manager | gus_poyet,gus_poyet | club | real_zaragoza,olympic_stadium_(athens) | location | marousi,aek_athens_f.c. | ground | olympic_stadium_(athens),gus_poyet | club | chelsea_f.c.","gus poyet , who plays for real zaragoza and chelsea f.c. , is the manager of aek athens f.c .. it plays in olympic stadium ( athens ) . it is in marousi .","['gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .', 'gus poyet is the manager of aek athens who play at their home ground of the olympic stadium ( athens ) at marousi . he previously played for chelsea fc and is associated with real zaragoza fc .']",gus poyet is in the real zaragoza club and previously played for chelsea fc . he now manages aek athens who have their home ground at the olympic stadium ( athens ) at marousi .,2.333333333333333,3.0,2.6666666666666665
270,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",amsterdam-centrum and eberhard van der laan are part of amsterdam where afc ajax is based .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,2.6666666666666665,2.6666666666666665,3.0
271,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",amsterdam-centrum is part of amsterdam where the ground of afc ajax ( amateurs ) is located . the ground of afc ajax ( amateurs ) is located in amsterdam .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,1.3333333333333333,2.333333333333333,1.3333333333333333
272,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",eberhard van der laan is the leader of amsterdam where afc ajax ( amateurs ) play .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,3.0,2.5,2.5
273,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",amsterdam is the location of the ground of as livorno calcio which is lead by eberhard van der laan and where the leader is eberhard van der laan .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,1.3333333333333333,1.0,1.3333333333333333
274,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",eberhard van der laan is a tenant of amsterdam which is owned by amsterdam-centrum and is the ground of afc ajax ( amateurs ) .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,2.6666666666666665,3.0,2.0
275,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",eberhard van der laan heads amsterdam . amsterdam-centrum is part of amsterdam where afc ajax is based .,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,2.333333333333333,2.333333333333333,2.6666666666666665
276,"afc_ajax_(amateurs) | ground | amsterdam,amsterdam | leader | eberhard_van_der_laan,amsterdam | part | amsterdam-centrum",afc ajax ( amateurs ) 's ground is of amsterdam amsterdam-centrum is part of amsterdam where eberhard van der laan is the leader,['the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .'],the ground of afc ajax ( amateurs ) can be found in amsterdam . amsterdam - centrum is part of the city and its leader is eberhard van der laan .,1.5,1.5,2.5
